Domain Code,Domain,Reporter Country Code,Reporter Countries,Partner Country Code,Partner Countries,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","41","China, mainland","206","Sudan (former)","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1997","1997","1000 US$","198","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","206","Sudan (former)","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1999","1999","1000 US$","2","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","206","Sudan (former)","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2001","2001","1000 US$","3","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","206","Sudan (former)","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2007","2007","1000 US$","46","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","206","Sudan (former)","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2008","2008","1000 US$","145","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","206","Sudan (former)","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2010","2010","1000 US$","98","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","206","Sudan (former)","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2011","2011","1000 US$","170","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","210","Sweden","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1987","1987","1000 US$","13","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","210","Sweden","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1988","1988","1000 US$","56","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","210","Sweden","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1993","1993","1000 US$","2079","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","210","Sweden","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1994","1994","1000 US$","17","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","210","Sweden","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2003","2003","1000 US$","7","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","210","Sweden","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2007","2007","1000 US$","42","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","211","Switzerland","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1987","1987","1000 US$","4779","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","211","Switzerland","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1988","1988","1000 US$","4774","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","211","Switzerland","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2003","2003","1000 US$","53","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","211","Switzerland","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2006","2006","1000 US$","6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","211","Switzerland","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2009","2009","1000 US$","14","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","212","Syrian Arab Republic","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1999","1999","1000 US$","1271","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","212","Syrian Arab Republic","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2000","2000","1000 US$","4404","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","212","Syrian Arab Republic","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2005","2005","1000 US$","266","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","212","Syrian Arab Republic","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2006","2006","1000 US$","1330","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","212","Syrian Arab Republic","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2007","2007","1000 US$","2162","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","212","Syrian Arab Republic","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2008","2008","1000 US$","3827","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","212","Syrian Arab Republic","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2009","2009","1000 US$","5154","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","212","Syrian Arab Republic","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2010","2010","1000 US$","1631","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","212","Syrian Arab Republic","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2016","2016","1000 US$","366","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","208","Tajikistan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1992","1992","1000 US$","202","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","208","Tajikistan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1996","1996","1000 US$","35","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","208","Tajikistan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1997","1997","1000 US$","97","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","208","Tajikistan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1998","1998","1000 US$","2","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","208","Tajikistan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2000","2000","1000 US$","10","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","208","Tajikistan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2001","2001","1000 US$","2","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","208","Tajikistan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2002","2002","1000 US$","130","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","208","Tajikistan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2005","2005","1000 US$","127","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","208","Tajikistan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2006","2006","1000 US$","1251","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","208","Tajikistan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2007","2007","1000 US$","2671","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","208","Tajikistan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2008","2008","1000 US$","2167","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","208","Tajikistan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2009","2009","1000 US$","5270","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","208","Tajikistan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2010","2010","1000 US$","2907","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","208","Tajikistan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2011","2011","1000 US$","2166","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","208","Tajikistan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2012","2012","1000 US$","716","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","208","Tajikistan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2013","2013","1000 US$","21","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","216","Thailand","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1990","1990","1000 US$","17","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","216","Thailand","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1996","1996","1000 US$","10","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","216","Thailand","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1998","1998","1000 US$","251","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","216","Thailand","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2002","2002","1000 US$","61","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","216","Thailand","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2003","2003","1000 US$","1674","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","216","Thailand","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2007","2007","1000 US$","77","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","216","Thailand","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2008","2008","1000 US$","99","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","216","Thailand","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2015","2015","1000 US$","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","216","Thailand","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2016","2016","1000 US$","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","176","Timor-Leste","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2006","2006","1000 US$","1579","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","176","Timor-Leste","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2007","2007","1000 US$","766","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","176","Timor-Leste","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2010","2010","1000 US$","38","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","176","Timor-Leste","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2011","2011","1000 US$","2304","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","176","Timor-Leste","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2012","2012","1000 US$","111","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","176","Timor-Leste","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2013","2013","1000 US$","195","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","176","Timor-Leste","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2014","2014","1000 US$","29","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","217","Togo","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1988","1988","1000 US$","2539","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","217","Togo","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1990","1990","1000 US$","3662","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","217","Togo","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1991","1991","1000 US$","14631","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","217","Togo","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1992","1992","1000 US$","19709","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","217","Togo","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1993","1993","1000 US$","19328","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","217","Togo","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1994","1994","1000 US$","13403","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","217","Togo","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1997","1997","1000 US$","2530","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","217","Togo","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2001","2001","1000 US$","7058","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","217","Togo","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2002","2002","1000 US$","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","217","Togo","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2004","2004","1000 US$","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","217","Togo","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2006","2006","1000 US$","56","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","217","Togo","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2007","2007","1000 US$","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","217","Togo","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2008","2008","1000 US$","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","217","Togo","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2009","2009","1000 US$","705","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","217","Togo","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2012","2012","1000 US$","4","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","217","Togo","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2015","2015","1000 US$","6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","217","Togo","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2016","2016","1000 US$","9","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","219","Tonga","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1992","1992","1000 US$","10","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","219","Tonga","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2000","2000","1000 US$","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","220","Trinidad and Tobago","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2010","2010","1000 US$","8","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","223","Turkey","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1987","1987","1000 US$","334","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","223","Turkey","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1994","1994","1000 US$","5026","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","223","Turkey","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1997","1997","1000 US$","3511","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","223","Turkey","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1999","1999","1000 US$","4951","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","223","Turkey","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2000","2000","1000 US$","7163","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","223","Turkey","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2002","2002","1000 US$","123","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","223","Turkey","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2003","2003","1000 US$","14809","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","223","Turkey","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2011","2011","1000 US$","1034","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","223","Turkey","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2014","2014","1000 US$","165","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","223","Turkey","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2015","2015","1000 US$","77","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","223","Turkey","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2016","2016","1000 US$","1263","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","213","Turkmenistan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2009","2009","1000 US$","96","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","227","Tuvalu","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2016","2016","1000 US$","20","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","226","Uganda","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1992","1992","1000 US$","17","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","226","Uganda","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1993","1993","1000 US$","62","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","226","Uganda","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2010","2010","1000 US$","2","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","226","Uganda","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2013","2013","1000 US$","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","226","Uganda","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2014","2014","1000 US$","21","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","226","Uganda","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2015","2015","1000 US$","19","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","226","Uganda","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2016","2016","1000 US$","3378","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","230","Ukraine","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1992","1992","1000 US$","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","230","Ukraine","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1996","1996","1000 US$","65","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","230","Ukraine","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1997","1997","1000 US$","3815","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","230","Ukraine","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1999","1999","1000 US$","76","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","230","Ukraine","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2000","2000","1000 US$","1074","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","230","Ukraine","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2001","2001","1000 US$","257","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","230","Ukraine","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2002","2002","1000 US$","330","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","230","Ukraine","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2003","2003","1000 US$","6695","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","230","Ukraine","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2005","2005","1000 US$","2139","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","230","Ukraine","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2006","2006","1000 US$","318","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","230","Ukraine","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2007","2007","1000 US$","331","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","230","Ukraine","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2008","2008","1000 US$","762","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","230","Ukraine","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2009","2009","1000 US$","4762","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","230","Ukraine","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2010","2010","1000 US$","2710","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","230","Ukraine","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2011","2011","1000 US$","90","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","230","Ukraine","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2012","2012","1000 US$","176","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","225","United Arab Emirates","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1987","1987","1000 US$","1785","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","225","United Arab Emirates","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1988","1988","1000 US$","1566","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","225","United Arab Emirates","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1989","1989","1000 US$","1286","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","225","United Arab Emirates","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1990","1990","1000 US$","2428","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","225","United Arab Emirates","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1991","1991","1000 US$","1096","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","225","United Arab Emirates","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1992","1992","1000 US$","2689","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","225","United Arab Emirates","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1993","1993","1000 US$","3688","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","225","United Arab Emirates","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1994","1994","1000 US$","747","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","225","United Arab Emirates","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1995","1995","1000 US$","324","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","225","United Arab Emirates","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1997","1997","1000 US$","56","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","225","United Arab Emirates","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1998","1998","1000 US$","163","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","225","United Arab Emirates","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1999","1999","1000 US$","273","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","225","United Arab Emirates","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2000","2000","1000 US$","251","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","225","United Arab Emirates","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2001","2001","1000 US$","72","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","225","United Arab Emirates","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2002","2002","1000 US$","354","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","225","United Arab Emirates","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2003","2003","1000 US$","719","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","225","United Arab Emirates","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2004","2004","1000 US$","49","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","225","United Arab Emirates","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2005","2005","1000 US$","16","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","225","United Arab Emirates","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2006","2006","1000 US$","24","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","225","United Arab Emirates","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2007","2007","1000 US$","206","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","225","United Arab Emirates","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2008","2008","1000 US$","86","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","225","United Arab Emirates","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2009","2009","1000 US$","30","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","225","United Arab Emirates","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2010","2010","1000 US$","14","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","225","United Arab Emirates","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2016","2016","1000 US$","129","A","Aggregate, may include official, semi-official, estimated or calculated data"
